workclass,occupation,gender,hours-per-week,marital-status,relationship,race,native-country,age,capital-gain,education,capital-loss,fnlwgt,income
4,4,0,60,5,1,4,39,43,14084,10,0,435266,1
4,10,1,40,2,0,4,39,61,3103,11,0,345697,1
4,4,0,40,4,1,4,39,49,0,0,0,253973,0
0,0,0,28,2,5,4,39,42,0,9,0,191149,1
4,8,1,45,2,0,4,39,42,0,11,0,197344,0
4,8,0,40,4,4,2,39,23,0,15,0,437161,0
0,0,1,8,2,0,4,39,72,0,11,0,94268,0
5,4,1,45,2,0,4,39,50,7298,15,0,207841,1
4,3,1,50,2,0,4,39,34,0,11,0,46492,1
7,13,0,48,0,4,2,39,47,0,15,0,190325,0
4,3,0,60,6,1,4,39,48,0,11,0,158944,1
4,6,1,40,2,0,3,26,37,0,15,0,228598,0
4,5,1,45,4,1,4,39,23,0,11,0,349156,0
0,0,1,30,4,3,4,39,17,0,2,0,246974,0
4,8,1,40,2,0,4,39,66,10605,1,0,386120,1
4,6,0,40,4,3,2,6,26,0,4,0,220678,0
4,4,1,50,0,1,4,39,41,2174,11,0,462964,0
4,6,1,37,4,1,2,39,19,0,11,0,158603,0
0,0,0,15,0,1,4,39,26,0,11,0,167261,0
4,14,1,55,2,0,2,39,34,0,2,0,412933,0
2,1,0,40,6,1,4,39,59,0,15,0,167027,0
4,3,1,45,2,0,4,39,24,0,11,0,194829,1
4,6,1,48,2,0,4,39,47,0,8,0,145636,1
0,0,0,35,4,1,2,39,57,0,9,0,123632,0
4,7,0,40,5,1,4,39,49,0,11,0,27614,0
4,12,0,40,4,1,4,39,25,0,9,0,324854,0
4,12,1,40,0,1,4,28,37,0,15,0,22245,0
4,4,0,40,4,3,4,39,31,0,9,0,101352,0
0,0,0,40,0,3,2,39,39,0,9,0,238721,0
4,8,0,40,4,1,4,39,22,0,1,0,289982,0
4,8,0,40,4,3,4,39,23,0,1,0,399449,0
0,0,0,16,0,4,4,39,39,0,11,0,142804,0
4,4,0,40,4,3,4,39,26,0,9,0,121427,0
4,1,0,40,4,3,1,30,41,0,9,0,230959,0
4,10,1,40,2,0,1,36,42,0,12,0,191342,1
4,7,0,40,0,1,4,39,64,0,1,0,285610,0
4,4,0,40,4,3,4,39,25,0,15,0,207369,0
1,4,0,40,0,1,4,39,25,0,12,0,80485,0
7,10,1,50,2,0,4,39,41,0,9,0,33474,0
4,12,0,35,5,4,4,39,45,0,15,0,173658,0
2,11,1,69,3,1,4,11,36,0,11,0,202207,1
4,10,1,50,2,0,4,39,36,7298,14,0,174242,1
4,8,0,20,4,3,4,39,22,0,15,0,349212,0
0,0,0,15,4,3,4,39,17,0,5,0,54978,0
7,10,1,46,4,3,4,39,25,0,9,0,81993,0
4,7,1,40,0,1,2,39,47,0,15,0,311395,0
0,0,1,10,4,3,4,39,18,0,2,0,149017,0
6,5,1,50,0,1,4,39,34,0,5,0,156532,0
4,8,0,40,0,3,4,39,44,0,9,0,53470,0
4,3,1,40,2,0,4,39,27,0,8,1740,212578,0
4,3,1,40,4,3,4,39,25,0,11,0,227465,0
4,3,1,40,2,0,4,8,38,0,11,0,423605,0
4,3,1,55,3,1,4,39,48,0,7,0,149337,0
7,10,1,40,4,1,4,39,27,0,12,0,38353,0
2,10,1,50,4,1,4,39,30,0,12,0,325385,0
4,8,1,16,4,3,4,39,17,0,0,0,196252,0
4,8,1,55,2,0,4,39,35,0,11,0,110538,0
4,6,0,20,0,1,4,39,75,0,11,0,71385,0
4,4,1,45,2,0,4,39,34,3103,15,0,178449,1
1,1,0,40,4,1,4,39,28,0,15,0,366533,0
4,3,1,40,4,4,4,39,38,1151,1,0,336326,0
4,12,0,50,4,1,4,39,23,0,9,1741,335439,0
4,7,1,40,0,1,4,39,40,0,15,0,184471,0
1,1,1,40,2,0,4,39,37,0,9,0,133526,0
4,1,0,40,4,3,4,39,18,0,15,0,618808,0
4,6,1,40,4,3,4,39,22,0,0,0,408385,0
4,3,1,40,2,0,4,39,31,0,15,0,156192,1
4,1,1,40,2,0,4,39,39,0,15,0,126569,1
4,13,0,40,0,1,4,39,40,0,7,0,300773,0
4,4,1,50,4,1,4,39,31,0,11,0,152109,0
4,3,1,40,5,3,2,39,19,0,1,0,260275,0
4,8,1,20,4,3,4,39,17,0,2,0,209650,0
4,10,1,15,2,0,4,39,73,0,15,0,573446,0
4,3,1,40,2,0,4,39,41,0,15,0,253189,0
4,8,0,18,4,1,4,39,37,0,15,0,200426,0
4,1,1,15,4,3,4,39,24,0,12,0,109667,0
0,0,1,99,2,0,4,39,41,0,7,0,173651,0
2,8,1,80,2,0,4,39,34,0,7,0,432204,0
4,1,0,45,4,4,4,24,28,0,15,0,252013,0
0,0,1,10,2,0,4,39,68,0,15,1648,461484,1
4,3,1,25,4,3,4,39,19,0,11,0,191889,0
4,14,1,30,2,0,4,39,42,0,2,0,112507,0
4,3,1,40,2,0,4,31,36,0,11,0,224531,1
0,0,0,25,4,1,4,39,24,0,5,0,83783,0
6,10,1,35,2,0,4,5,46,15024,14,0,346783,1
1,6,1,40,2,0,4,39,48,0,11,0,72896,0
4,12,1,40,2,0,4,39,37,0,11,1740,171393,0
4,7,1,40,4,4,4,11,27,0,11,0,294931,0
4,3,1,40,4,2,4,39,26,0,11,0,198986,0
0,0,1,40,4,3,4,39,19,0,11,0,264767,0
6,5,1,40,2,0,4,39,55,0,15,0,225623,0
0,0,1,14,4,3,4,39,17,0,11,0,48610,0
4,1,0,40,0,4,4,39,57,0,11,0,113974,0
4,12,1,50,2,0,4,39,43,0,9,0,334991,1
4,3,1,32,4,3,4,39,24,0,2,0,362059,0
4,7,1,40,2,0,4,39,37,7298,11,0,389725,1
4,7,1,40,2,0,4,39,25,0,6,0,330774,0
4,7,0,40,2,5,2,39,33,0,11,0,149910,0
5,4,1,45,2,0,4,39,49,0,15,0,99401,0
4,12,0,20,4,3,4,39,22,0,15,0,104266,0
4,12,0,15,4,3,1,35,21,0,15,0,136440,0
4,9,0,40,6,1,4,9,84,0,11,0,65478,0
4,5,1,60,2,0,4,26,24,0,4,0,56121,0
4,1,0,40,5,4,4,39,44,0,15,0,143939,0
4,6,1,40,2,0,2,39,44,0,11,1902,231853,1
4,12,0,38,4,4,4,39,20,0,11,0,267706,0
4,13,0,60,4,4,4,39,37,4934,15,0,328301,1
4,8,0,35,0,4,4,39,30,0,1,0,36340,0
4,12,0,20,4,3,4,39,19,0,15,0,112780,0
4,4,1,40,6,4,4,39,51,15020,12,0,113045,1
4,6,1,40,2,0,4,39,52,0,5,0,196504,0
7,8,0,37,6,1,4,39,50,0,11,0,136216,0
2,4,0,43,4,1,4,39,34,0,9,0,158242,0
4,3,1,40,2,0,4,39,53,0,5,0,180062,0
4,1,0,40,0,1,4,39,39,0,15,0,206888,0
4,3,1,40,2,0,4,39,40,0,11,0,77370,1
6,4,1,40,2,0,4,39,49,3411,11,0,349151,0
4,8,0,45,0,4,4,39,52,0,15,0,113843,0
7,11,1,40,2,0,4,39,48,0,15,0,176917,1
0,0,0,32,0,4,2,39,58,0,1,0,226078,0
2,10,1,40,5,1,4,39,30,0,9,0,177828,0
4,7,0,40,6,1,2,39,44,0,11,0,137304,0
4,4,1,40,2,0,4,39,35,0,9,0,138441,1
4,4,1,50,2,0,4,39,46,0,9,0,30840,1
4,3,1,30,0,4,4,39,42,0,15,0,149546,0
4,11,0,20,4,3,2,39,29,0,11,0,145182,0
2,1,0,40,4,1,2,39,25,0,11,0,270379,0
5,5,1,10,4,3,4,39,18,0,2,0,378036,0
4,8,0,20,4,3,4,39,19,0,15,0,118535,0
4,3,1,40,4,3,4,39,19,0,11,0,239057,0
4,6,1,30,6,1,4,39,80,0,11,0,107740,0
4,14,1,40,5,1,2,39,61,14344,13,0,194804,1
6,8,0,45,5,4,4,27,46,0,9,0,225065,0
4,1,1,20,4,3,4,39,27,0,11,0,165412,0
4,3,1,40,4,1,4,39,26,0,0,0,211199,0
7,6,1,40,2,0,4,39,50,0,11,0,172962,0
4,1,0,40,2,5,4,39,59,0,11,0,190748,0
1,11,1,56,2,0,4,39,38,0,2,0,455379,1
4,13,1,40,2,0,3,26,28,0,8,0,112917,0
4,3,1,40,4,1,2,39,34,0,11,0,299383,0
4,12,1,40,2,0,4,39,36,0,11,0,22245,1
4,6,1,25,4,3,4,39,23,0,15,0,49683,0
2,1,0,35,0,1,4,39,65,2964,15,0,32846,0
4,1,0,45,0,1,4,39,35,0,15,0,46947,0
4,8,1,32,2,0,4,39,65,0,11,0,165609,0
4,6,1,40,2,0,2,39,39,0,11,0,226894,0
4,1,1,44,2,0,4,39,35,0,8,0,143231,1
4,7,1,40,2,0,4,39,33,0,8,0,173730,0
4,3,1,40,0,1,4,39,32,0,15,0,259425,0
4,14,1,40,4,1,4,39,36,0,9,0,168747,0
0,0,1,15,4,3,4,39,18,0,11,0,210652,0
4,10,0,40,4,1,4,39,25,0,9,0,40915,0
4,4,1,70,2,0,1,35,32,0,15,0,180303,0
4,6,1,40,2,0,4,39,49,0,0,1485,182541,1
4,1,0,40,4,4,0,39,29,0,11,0,67306,0
0,0,0,40,4,1,4,39,20,0,11,0,38032,0
1,10,1,40,2,0,4,39,44,0,15,0,257395,1
4,7,1,50,4,1,4,39,29,0,8,0,29261,0
4,1,0,20,2,2,4,39,19,0,15,0,205977,0
0,0,0,40,4,1,4,39,22,0,15,1974,216639,0
4,12,0,20,4,3,4,39,17,0,1,0,134768,0
4,12,0,36,0,1,4,39,49,0,11,0,32184,0
4,10,1,50,4,3,4,39,23,0,9,1590,138037,0
4,12,1,50,2,0,4,39,49,0,15,1977,174426,1
4,4,1,40,2,0,4,39,45,0,15,0,50162,0
1,3,1,40,4,1,2,39,49,0,15,0,193998,0
6,10,1,50,2,0,4,39,47,0,14,0,187901,1
4,7,1,40,2,0,4,39,56,7298,1,0,82050,1
0,0,0,16,4,1,1,39,18,0,15,0,20057,0
4,6,1,25,4,2,3,4,35,0,11,0,144200,0
6,5,1,15,3,4,4,39,80,0,5,0,29441,0
4,1,0,40,0,1,4,39,65,0,11,0,195695,0
4,8,0,25,6,4,4,39,51,0,15,0,274502,0
0,0,0,3,0,1,4,39,76,0,11,0,239900,0
4,12,1,45,4,3,4,39,22,0,8,0,191954,0
4,3,1,50,2,0,4,39,33,0,8,0,172304,1
2,10,1,40,2,0,4,39,44,7688,12,0,174575,1
4,12,1,40,4,2,4,39,20,0,15,0,325744,0
4,8,0,36,5,4,0,39,43,0,15,0,26252,0
4,6,1,40,2,0,4,39,57,0,1,0,176904,0
6,3,1,40,2,0,4,39,37,0,15,0,504871,0
6,12,1,60,4,1,4,39,28,0,11,0,141702,0
4,10,0,50,0,4,4,39,30,0,9,0,399088,0
2,3,1,40,2,0,4,39,32,0,11,0,409282,0
4,8,1,40,2,2,4,27,59,0,11,0,532969,0
0,0,0,38,4,3,4,39,21,0,15,0,213366,0
4,6,1,40,4,3,4,39,36,0,2,0,188888,0
4,4,0,40,0,1,4,39,38,0,15,0,24126,0
6,10,1,30,2,0,4,39,61,99999,12,0,151369,1
4,12,0,35,4,1,4,39,18,0,11,0,115759,0
5,10,1,55,0,4,4,39,59,0,12,0,171355,0
4,8,0,12,4,3,4,39,18,0,2,0,310175,0
4,1,0,40,0,4,2,23,44,0,11,0,216116,0
4,1,1,40,4,3,4,39,23,0,15,0,204141,0
4,7,1,40,2,0,4,12,44,0,0,0,212894,0
4,10,1,45,2,0,4,39,49,7688,10,0,120121,1
6,4,1,36,2,0,4,39,59,0,0,0,190997,0
4,10,1,45,4,1,4,39,36,99999,9,0,224566,1
4,8,0,24,4,3,4,39,30,0,9,0,235847,0
0,0,1,40,2,0,4,39,56,0,12,0,124319,1
4,3,1,40,4,1,4,39,27,0,11,1741,193807,0
6,8,1,35,2,0,4,39,69,0,5,0,215926,0
0,0,1,44,4,3,4,39,19,0,11,0,455665,0
4,1,1,60,2,0,4,39,36,0,15,0,36423,0
4,10,1,42,2,0,4,39,42,99999,9,0,32878,1
4,1,0,40,4,3,4,39,25,2174,11,0,96862,0
4,8,1,50,4,1,4,39,17,0,6,0,187879,0
2,10,1,50,2,0,4,39,40,0,9,0,36296,1
4,12,1,43,2,0,2,39,40,0,11,0,75615,0
4,8,1,25,4,3,4,39,17,0,0,0,168807,0
7,14,1,40,4,1,2,0,24,0,9,0,161783,0
7,11,1,84,2,0,0,39,40,0,11,0,13492,0
4,9,0,20,6,4,2,39,65,0,11,0,119769,0
4,5,0,45,5,4,4,39,38,0,9,0,313914,0
4,1,0,50,4,1,4,39,33,0,11,1590,172584,0
4,13,0,40,0,1,4,39,28,0,9,0,112425,0
4,8,1,35,2,0,1,40,22,0,11,0,157783,0
4,13,1,40,2,0,4,39,34,0,11,0,356882,0
4,13,0,8,6,4,4,39,61,0,8,0,156852,0
6,10,1,35,2,0,4,39,63,0,14,0,175177,1
4,8,0,35,2,2,4,39,28,0,6,0,425127,0
2,1,0,40,0,3,4,39,30,0,8,0,99761,0
4,12,1,50,2,0,4,39,36,0,9,0,272950,1
6,8,1,40,2,0,4,39,43,0,1,0,174295,0
2,7,0,42,3,4,4,39,24,2036,11,0,157678,0
4,14,1,40,2,0,4,39,52,0,11,0,186224,0
4,12,0,10,4,3,4,39,17,0,1,0,142587,0
4,4,1,50,2,0,4,39,46,0,12,0,131091,1
6,12,1,40,2,0,4,39,43,0,9,0,71269,1
4,4,1,60,0,4,4,39,54,0,15,0,311551,0
5,6,1,40,4,3,4,39,22,0,9,0,171041,0
6,12,1,60,2,0,1,35,42,0,11,0,140915,0
4,1,1,40,2,0,4,39,46,0,15,0,41223,1
5,13,1,65,2,0,4,39,46,7298,9,0,292569,1
4,10,0,36,4,1,4,39,44,0,7,0,132921,0
5,4,1,84,2,0,4,39,59,99999,14,0,177271,1
5,4,1,40,2,0,4,39,58,0,11,0,314482,1
4,6,1,40,5,4,2,39,36,0,0,0,310531,0
4,8,1,40,2,0,4,39,29,0,1,0,145490,0
4,14,1,40,0,1,4,39,61,0,11,1564,181200,1
4,10,1,50,2,0,4,2,29,0,14,0,152951,1
4,3,1,60,2,0,4,39,40,0,5,0,85668,0
4,10,0,50,4,1,4,39,30,0,9,2339,316606,0
4,4,1,50,2,0,4,39,38,0,12,0,220694,1
4,5,0,45,2,3,4,26,24,0,5,0,408585,0
1,1,1,40,2,0,4,39,42,0,15,0,36699,0
4,8,1,40,2,0,4,39,50,0,15,0,104280,1
4,12,1,40,4,1,0,39,29,4101,1,0,97254,0
4,4,0,55,4,1,4,39,35,0,9,0,186420,0
4,4,1,55,2,0,4,39,44,0,12,0,112482,1
4,13,1,40,6,4,4,39,54,0,10,2472,317733,1
4,1,1,40,2,0,4,6,56,0,5,0,235136,0
4,8,1,40,2,0,4,39,29,0,9,0,229729,0
4,8,0,20,6,4,2,39,66,0,15,0,46677,0
1,3,1,40,2,0,4,39,48,0,15,0,277946,1
4,4,1,60,2,0,4,39,46,0,15,0,263727,1
4,12,0,50,4,3,4,39,32,0,12,0,74501,0
4,10,1,45,4,1,2,0,34,0,12,0,143776,1
4,12,0,38,0,2,4,39,69,0,11,0,179130,0
7,10,0,20,5,1,4,39,23,0,15,0,386568,0
4,8,0,15,4,2,2,39,22,0,11,0,413110,0
4,4,1,60,0,1,4,39,45,0,8,0,72618,0
4,1,0,40,0,1,4,39,45,0,15,0,102288,0
6,4,0,40,5,4,4,39,47,0,8,0,321851,0
4,3,1,40,2,0,4,39,32,0,1,0,180871,1
4,10,1,50,4,1,1,19,25,0,9,0,124483,0
4,3,1,40,2,0,2,39,43,5178,15,0,72791,1
7,1,1,80,2,0,4,39,47,0,9,0,263215,0
2,10,1,41,2,0,4,39,34,0,12,0,207668,1
4,4,0,40,4,1,2,39,30,0,9,0,198953,0
4,10,1,75,2,0,4,39,48,0,12,0,38819,0
4,3,1,55,0,1,4,2,43,0,15,0,107306,0
4,1,0,16,4,3,4,39,20,0,15,0,161962,0
4,10,0,20,0,4,4,39,83,0,15,0,192305,0
4,12,1,40,4,1,4,39,42,0,9,0,449925,1
2,10,0,45,4,1,4,39,42,0,12,0,131167,0
2,3,1,40,4,3,4,39,30,0,15,0,268482,0
7,8,1,40,2,0,4,39,34,0,11,1651,103642,0
4,8,1,40,2,0,4,39,43,0,11,0,201723,0
4,4,1,35,4,1,4,39,53,0,8,0,186224,0
6,10,0,48,4,1,2,39,39,0,15,0,139703,1
4,10,1,40,4,1,4,39,33,0,9,0,397995,0
4,3,1,40,2,0,4,39,52,0,11,0,259323,1
7,1,0,20,4,3,2,39,18,0,11,0,427515,0
0,0,0,52,4,2,4,39,21,0,15,0,187937,0
4,14,1,60,2,0,4,39,34,0,0,0,177437,0
4,4,0,60,4,1,4,39,32,0,9,0,162442,0
4,10,1,50,2,0,4,39,48,0,12,0,83407,1
0,0,1,14,2,0,4,39,61,0,15,0,265201,0
4,12,0,20,4,3,4,39,19,0,15,0,109005,0
2,4,1,8,0,4,0,39,55,0,11,0,56915,0
4,10,0,38,0,4,4,39,37,0,8,0,210830,0
4,13,1,40,4,3,4,39,24,0,9,0,194848,0
4,1,0,40,5,1,4,39,39,0,8,0,109351,0
4,3,1,72,2,0,4,39,39,3908,11,0,105813,0
4,5,1,65,2,0,4,39,32,0,11,0,123430,0
4,10,0,36,0,1,4,39,44,0,9,0,105896,0
6,12,1,40,2,0,4,11,35,0,9,0,135020,0
4,4,1,48,4,1,4,39,27,0,11,0,136077,0
4,3,1,20,4,3,4,39,18,0,1,0,151463,0
4,4,0,40,4,1,4,39,43,2174,15,0,73333,0
2,10,1,54,2,0,4,39,51,0,12,0,43705,1
4,8,1,40,4,1,2,39,26,0,11,0,320465,0
4,1,0,40,4,4,2,38,23,0,15,0,237811,0
7,5,1,40,2,2,4,39,41,0,11,0,190910,0
5,14,1,50,2,0,4,39,33,0,11,0,348326,0
4,12,1,62,2,0,4,39,41,0,11,0,163287,0
4,3,1,40,2,0,4,39,31,0,7,0,97723,1
7,8,0,37,6,1,4,39,56,0,0,0,160383,0
1,8,1,40,2,0,2,38,39,3137,12,0,263690,0
4,4,0,40,0,1,4,39,42,0,15,0,278926,0
4,6,1,40,2,0,4,39,33,0,2,0,189017,0
4,7,0,40,2,5,4,39,22,0,11,0,87546,0
2,10,0,43,4,3,4,39,23,0,9,0,145112,0
4,7,1,40,2,0,4,39,55,0,8,0,107308,0
2,12,1,15,2,0,4,39,79,0,11,0,132668,0
4,3,1,40,2,0,4,39,47,0,11,0,175600,0
4,7,0,40,2,5,4,39,51,0,11,0,176608,0
4,1,1,40,4,1,4,39,37,0,11,0,217054,0
2,4,1,40,2,0,4,39,47,0,11,0,244813,0
4,4,1,50,2,0,4,39,44,0,9,0,77373,1
4,10,1,40,2,0,4,39,41,0,8,0,135823,0
4,4,1,45,0,4,4,39,56,0,9,0,174864,1
4,10,0,36,2,5,4,39,45,0,15,0,121676,1
4,3,1,50,2,0,4,39,38,0,11,0,108140,1
4,4,1,50,2,0,4,39,46,0,15,1902,185041,1
5,4,1,90,2,0,4,39,47,0,9,0,144579,0
4,1,0,40,4,2,4,39,26,0,11,0,143280,0
4,14,1,40,2,0,4,39,41,0,11,0,242804,1
4,12,1,45,2,0,4,39,48,0,9,0,156926,1
5,4,1,60,2,0,4,39,55,0,8,0,103948,0
4,10,1,40,2,0,4,39,28,0,15,0,249720,0
4,4,1,65,2,0,4,39,52,0,9,1902,203635,1
4,7,0,40,0,1,4,39,31,0,11,0,136721,0
4,3,1,45,5,1,4,39,27,0,11,0,114865,0
4,1,1,40,2,0,4,39,23,0,11,0,166517,0
4,4,0,40,4,2,4,39,27,0,9,0,96219,0
4,6,1,40,6,1,1,13,48,0,2,0,236197,0
4,4,0,40,4,1,4,39,39,0,9,1974,357118,0
4,12,0,45,2,5,4,39,25,0,9,0,193787,0
4,12,0,40,4,1,4,39,27,0,9,0,607658,0
2,11,1,45,2,0,4,39,64,0,10,0,47298,1
2,10,1,40,2,0,4,39,55,0,14,1902,258121,1
4,12,0,35,0,4,4,39,46,0,0,0,411037,0
4,10,1,20,4,1,4,39,23,0,15,0,228724,0
4,14,1,48,2,0,4,39,28,0,11,0,179008,0
4,4,1,40,4,3,4,39,37,0,12,0,422933,1
4,1,0,20,2,5,4,39,27,0,12,0,32452,1
4,4,1,50,2,0,4,39,35,0,7,0,54363,1
4,12,1,45,2,0,4,24,35,0,11,0,113397,0
4,1,0,15,2,3,4,39,45,0,11,0,159080,0
7,10,1,40,2,0,4,39,59,3103,9,0,354948,1
4,12,1,60,2,0,4,39,31,15024,9,0,162572,1
4,3,1,40,0,1,4,39,35,0,11,0,108140,0
4,8,0,65,0,4,4,39,58,0,0,0,126104,0
4,10,0,45,4,1,4,39,41,0,9,0,145522,0
4,12,1,30,4,1,4,39,20,0,15,0,61777,0
4,10,1,38,2,0,1,19,39,0,14,0,139057,0
4,12,1,40,2,0,4,39,31,0,11,0,113129,0
4,10,1,40,4,3,2,39,27,0,9,0,202062,0
4,1,0,40,0,4,4,39,34,0,11,0,31341,0
4,7,1,40,2,0,4,39,32,0,11,0,196125,1
4,10,1,35,2,0,4,39,33,0,11,0,44559,0
6,3,1,40,2,0,4,39,33,2829,15,0,202153,0
4,12,1,40,4,1,4,39,35,0,15,0,238980,0
6,3,1,40,2,0,4,39,56,0,11,0,156873,0
4,8,0,40,4,1,4,39,20,0,11,0,32805,0
6,3,1,10,2,0,4,39,68,0,15,0,273088,0
6,12,1,45,2,0,4,39,43,0,12,0,241055,0
4,12,1,60,4,1,4,39,25,0,9,0,157028,0
2,4,0,40,0,1,1,40,35,0,7,0,304252,0
4,8,0,40,0,2,1,28,57,0,8,0,106910,0
4,14,1,44,2,0,4,39,57,0,5,0,127728,1
7,11,1,40,2,0,0,39,37,0,11,0,178876,0
4,8,0,40,4,2,4,39,18,0,15,0,78181,0
0,0,0,30,4,3,4,39,21,0,15,0,212661,0
4,13,0,45,2,5,1,39,29,4386,11,0,288229,1
4,1,0,40,4,4,2,39,24,0,11,0,205883,0
2,10,0,52,0,4,4,39,36,0,9,0,268205,0
4,1,0,20,0,2,4,39,23,0,15,0,113735,0
4,3,1,40,4,3,2,39,36,0,11,0,390243,0
4,3,0,40,0,4,4,39,52,0,11,0,137984,0
4,4,1,60,2,0,4,39,41,0,15,0,160785,1
4,4,0,15,4,3,1,39,18,0,11,0,86150,0
4,3,1,48,2,0,4,39,32,0,1,1672,244268,0
5,12,1,50,0,4,4,39,34,0,11,0,177828,1
4,6,1,36,4,1,4,39,29,0,9,0,337953,0
6,12,1,20,2,0,4,39,56,0,11,0,254711,0
4,14,1,60,2,0,4,39,60,0,5,0,127084,0
4,8,0,20,4,3,4,39,19,0,11,1602,156618,0
4,8,0,35,5,1,4,39,30,0,11,0,201697,0
6,3,1,16,0,1,4,39,50,27828,9,0,187830,1
4,10,0,40,2,5,4,29,52,0,11,0,240612,1
6,10,1,20,2,0,4,39,66,0,14,0,190160,0
4,6,1,40,4,1,4,39,28,0,11,0,109001,0
2,14,1,40,2,0,2,39,35,0,15,0,297322,1
4,3,1,48,2,0,4,39,29,0,11,0,335015,0
4,14,1,40,2,0,4,39,50,0,5,0,174964,0
1,3,0,40,2,5,4,39,34,0,11,0,408813,1
4,14,1,50,2,0,2,39,37,0,11,0,115332,0
2,11,1,40,2,0,2,39,29,0,11,2057,170482,0
4,8,0,34,0,1,4,39,34,0,15,0,113688,0
4,10,1,52,4,1,1,30,27,2202,9,0,133770,0
4,3,1,40,2,0,4,39,57,0,2,0,161964,0
4,10,1,80,2,0,4,39,30,0,14,0,34572,1
4,6,0,30,4,3,4,39,21,0,11,0,198259,0
0,0,1,25,2,0,4,2,73,0,11,0,144872,0
4,10,1,60,2,0,4,39,57,7688,15,0,161944,1
4,13,1,40,0,1,4,39,51,0,9,1590,29887,0
1,1,1,42,4,1,4,39,37,0,12,0,238980,0
4,1,1,50,2,0,4,39,42,0,8,0,275677,0
4,12,1,60,2,0,4,39,32,5178,8,0,24529,1
6,12,1,40,2,0,4,39,51,0,9,0,311631,1
4,3,1,20,4,3,4,39,19,0,6,0,105460,0
4,3,1,40,5,1,4,26,24,0,1,0,374763,0
4,7,1,40,0,1,2,39,25,0,11,0,242136,0
4,7,1,40,4,1,4,39,31,0,11,0,112115,0
5,4,1,40,2,0,4,2,49,0,11,0,77132,1
0,0,1,20,2,0,4,39,81,2936,8,0,26711,0
4,10,1,40,2,0,4,39,60,7688,8,0,117909,1
4,13,0,40,4,1,4,39,39,0,9,1669,229647,0
4,10,1,50,2,0,4,39,38,0,12,0,149347,1
2,4,1,50,2,0,4,39,43,0,12,1902,23157,1
4,7,1,40,4,3,4,39,23,0,11,0,93977,0
5,4,0,40,0,1,4,39,73,0,15,0,159691,0
4,11,1,40,2,0,4,39,35,0,15,0,176967,0
4,12,0,8,6,2,4,39,66,0,11,0,344436,0
4,12,0,45,4,1,4,39,27,0,15,0,430340,0
4,10,1,55,2,0,4,39,40,15024,14,0,202168,1
4,3,1,40,2,0,4,39,51,0,11,0,82720,0
4,3,1,40,4,3,4,39,22,0,15,0,269623,0
6,5,1,32,6,1,4,39,64,0,11,0,136405,0
2,10,0,40,2,5,4,0,50,0,12,0,139347,1
4,9,0,32,5,1,4,39,55,0,11,0,224655,0
4,1,0,40,4,4,2,39,38,0,8,0,247547,0
4,10,1,36,0,1,4,39,58,0,7,0,292710,0
4,6,1,40,2,0,4,39,32,0,11,0,173449,0
4,1,1,40,2,0,4,39,48,0,11,0,285570,0
4,12,1,48,2,0,4,39,61,0,11,0,89686,0
4,3,1,40,2,0,4,39,31,0,11,0,440129,0
4,8,0,40,4,3,4,39,25,0,11,0,350977,0
2,8,1,40,0,1,4,39,48,0,12,0,349230,0
4,10,1,40,4,3,4,39,33,0,9,0,245211,0
4,10,0,36,0,1,4,39,39,0,9,0,215419,0
0,0,1,40,6,2,2,39,64,0,11,0,321403,0
4,10,1,50,2,0,4,39,38,0,9,0,374983,0
4,1,1,40,0,3,1,39,44,5455,9,0,83891,0
5,4,1,60,2,0,4,39,35,0,9,0,182148,1
7,1,1,40,4,1,4,39,39,2174,9,0,77516,0
6,4,1,13,2,0,4,39,50,0,9,0,83311,0
4,6,1,40,0,1,4,39,38,0,11,0,215646,0
4,6,1,40,2,0,2,39,53,0,1,0,234721,0
4,10,0,40,2,5,2,5,28,0,9,0,338409,0
4,4,0,40,2,5,4,39,37,0,12,0,284582,0
4,8,0,16,3,1,2,23,49,0,6,0,160187,0
6,4,1,45,2,0,4,39,52,0,11,0,209642,1
4,10,0,50,4,1,4,39,31,14084,12,0,45781,1
4,4,1,40,2,0,4,39,42,5178,9,0,159449,1
4,4,1,80,2,0,2,39,37,0,15,0,280464,1
7,10,1,40,2,0,1,19,30,0,9,0,141297,1
4,1,0,30,4,3,4,39,23,0,9,0,122272,0
4,12,1,50,4,1,2,39,32,0,7,0,205019,0
4,3,1,40,2,0,1,0,40,0,8,0,121772,1
4,14,1,45,2,0,0,26,34,0,5,0,245487,0
6,5,1,35,4,3,4,39,25,0,11,0,176756,0
4,7,1,40,4,4,4,39,32,0,11,0,186824,0
4,12,1,50,2,0,4,39,38,0,1,0,28887,0
6,4,0,45,0,4,4,39,43,0,12,0,292175,1
4,10,1,60,2,0,4,39,40,0,10,0,193524,1
4,8,0,20,5,4,2,39,54,0,11,0,302146,0
1,5,1,40,2,0,2,39,35,0,6,0,76845,0
4,14,1,40,2,0,4,39,43,0,1,2042,117037,0
4,13,0,40,0,4,4,39,59,0,11,0,109015,0
2,13,1,40,2,0,4,39,56,0,9,0,216851,1
4,3,1,40,4,3,4,39,19,0,11,0,168294,0
0,0,1,60,2,0,1,35,54,0,15,0,180211,1
4,4,1,80,0,1,4,39,39,0,11,0,367260,0
4,3,1,40,2,0,4,39,49,0,11,0,193366,0
