age,fnlwgt,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,gender,native-country,income
27,38353,0,0,40,4,11,0,3,1,4,1,39,0
25,133373,0,0,40,4,9,4,12,3,4,1,39,1
60,167978,0,0,40,0,11,4,0,1,4,0,39,0
20,166302,0,0,20,4,11,4,12,3,4,0,39,0
17,333304,0,0,40,4,11,4,8,3,4,0,39,0
31,265706,4650,0,40,2,9,4,11,1,4,1,39,0
65,111916,0,0,10,6,14,2,4,0,4,1,39,1
62,213700,0,0,50,7,10,0,10,1,4,1,39,0
39,276559,0,2444,45,4,12,4,10,1,4,1,39,1
36,36989,0,0,40,4,15,2,12,0,4,1,39,0
59,181566,4508,0,40,4,11,2,3,0,4,1,39,0
23,202920,0,0,40,4,8,4,1,3,4,0,11,0
32,24529,0,0,50,6,15,4,3,1,4,1,39,1
22,137320,0,0,40,4,11,4,3,1,2,1,39,0
66,106791,0,0,40,0,11,6,0,4,4,0,39,0
28,160510,0,0,50,4,15,2,1,0,4,1,39,1
34,112584,0,0,40,0,11,5,0,4,4,0,39,0
19,233779,0,0,40,4,11,4,3,3,4,1,39,0
54,276005,0,0,40,7,14,2,10,0,4,1,39,1
36,192251,0,1902,15,5,15,2,12,5,4,0,39,1
70,308689,0,0,40,0,4,2,0,0,2,1,5,0
50,274528,0,0,40,4,11,0,3,2,4,1,39,0
17,23856,0,0,20,4,1,4,4,3,4,0,39,0
53,175220,7688,0,48,4,9,2,12,0,1,1,36,1
41,233150,0,0,55,6,8,2,12,0,4,1,39,0
26,153169,0,0,40,4,0,2,6,0,4,1,39,0
59,298449,0,0,43,1,15,2,1,0,4,1,39,0
17,188949,0,0,40,4,1,4,14,1,4,1,39,0
30,157911,0,0,40,4,15,2,1,5,4,0,39,1
33,243330,0,0,55,4,11,2,7,0,4,1,39,0
40,271343,0,0,32,4,15,5,13,3,4,0,39,0
48,45564,4650,0,50,4,8,0,10,1,4,1,39,0
47,262043,0,0,40,4,9,3,1,1,4,0,39,0
38,103323,0,0,40,4,11,0,7,1,4,1,39,0
30,96480,0,0,60,6,12,2,10,5,4,0,39,1
47,154117,0,0,40,4,11,5,3,2,4,0,39,0
41,151856,0,0,40,4,11,2,11,0,4,1,39,0
20,132053,0,1719,40,4,11,4,1,2,4,0,39,0
29,199118,0,0,40,4,15,4,1,1,4,0,13,0
36,119272,0,0,38,6,11,2,4,0,4,1,39,0
18,209792,0,0,40,4,15,4,8,3,4,0,39,0
35,185084,0,0,48,4,11,2,6,0,4,1,39,1
41,230931,0,0,40,4,11,4,8,4,4,0,33,0
23,162282,0,0,40,4,11,4,7,3,4,1,39,0
39,185366,0,0,35,6,7,2,3,0,4,1,39,1
46,93557,0,0,40,4,15,2,1,0,4,1,39,0
45,160428,0,0,43,4,7,0,10,4,4,0,39,0
53,159650,0,0,40,4,5,2,3,0,4,1,39,0
54,137678,0,0,30,2,11,0,8,1,4,0,39,0
48,56841,0,0,40,6,15,0,14,1,4,1,39,0
32,33124,0,0,35,6,9,4,3,1,4,0,39,0
31,219117,5455,0,60,4,15,0,4,4,4,0,39,0
43,208045,0,0,40,4,12,4,10,1,4,1,39,1
43,128578,7688,0,60,4,11,2,12,0,4,1,39,1
28,351731,0,0,50,4,11,0,3,4,4,1,39,0
46,201694,0,0,40,4,7,5,4,4,4,0,39,0
34,205152,0,0,40,4,11,2,6,0,4,1,39,0
73,30713,0,0,10,0,11,2,0,0,4,1,39,0
25,190107,0,0,35,4,9,4,10,1,4,1,39,0
23,244480,0,0,15,1,15,4,1,4,4,0,39,0
32,347112,0,0,45,4,9,4,4,1,4,0,39,0
37,106297,0,0,40,1,11,0,6,4,4,1,39,0
36,128516,0,0,20,4,11,0,8,1,4,0,39,0
27,55950,0,0,40,4,15,4,4,1,2,0,39,0
29,324505,0,0,40,4,15,5,1,1,4,1,39,0
42,130760,0,0,40,4,15,2,7,0,4,1,39,0
24,174413,0,1974,40,2,9,4,10,1,4,0,39,0
29,20877,0,0,35,0,15,4,0,4,4,0,39,0
22,144238,0,0,38,4,1,4,5,3,4,0,39,0
47,193047,0,0,60,4,10,2,12,0,4,1,39,0
43,300099,0,0,40,4,15,4,8,1,4,0,39,0
65,369902,0,0,8,0,11,6,0,1,4,0,39,0
56,42166,0,0,40,6,9,2,8,0,4,1,39,0
54,171924,0,0,50,4,11,2,12,0,4,1,2,1
50,201984,0,0,40,4,11,0,7,4,4,1,39,0
29,306420,0,0,45,4,11,2,3,0,4,1,39,1
32,46746,0,0,65,6,15,2,5,0,4,1,39,0
37,185325,0,0,44,4,11,2,3,0,4,1,39,0
30,201697,0,0,40,4,9,4,8,1,4,1,39,0
30,181372,0,0,40,4,9,2,10,5,4,0,39,1
39,112077,0,0,40,4,11,2,3,0,4,1,39,0
23,370057,0,0,40,4,11,0,1,1,4,0,39,0
32,72591,0,0,40,4,11,2,3,0,4,1,39,0
37,105803,0,0,40,2,12,2,4,0,4,1,39,1
20,198478,0,0,40,4,11,4,5,2,4,1,39,0
33,119017,0,0,50,4,15,0,1,4,4,0,39,0
42,138872,0,0,99,4,11,2,14,0,4,1,39,0
56,97213,0,0,60,1,9,4,1,1,4,0,39,0
40,36556,0,0,55,4,10,2,10,0,4,1,39,0
38,200904,0,0,40,7,0,5,1,4,2,0,39,0
49,186256,5013,0,30,4,15,2,10,0,4,1,39,0
18,115815,0,0,20,4,15,4,8,3,4,1,9,0
42,308770,0,0,40,4,15,2,1,0,2,1,39,1
25,187792,0,0,40,2,15,0,11,1,4,0,39,0
38,233571,0,1902,40,4,15,2,13,5,4,0,39,1
26,131913,0,0,40,4,9,4,7,1,2,0,39,0
26,31558,0,0,90,4,9,2,10,0,4,1,39,1
33,255004,2354,0,61,4,11,4,14,1,4,1,39,0
25,315287,0,0,40,2,15,4,11,2,2,1,38,0
18,182545,0,0,40,4,11,4,7,3,2,1,39,0
59,750972,0,0,40,4,11,2,7,0,4,1,39,0
69,505365,6514,0,45,6,15,2,12,0,4,1,39,1
22,177475,0,0,40,2,9,4,10,1,4,0,39,0
40,203761,0,0,40,4,1,2,6,0,4,1,39,0
40,36104,0,0,40,6,15,2,3,0,4,1,39,0
33,179708,0,0,40,5,15,2,3,0,4,1,39,0
51,77392,0,0,60,5,0,2,5,0,4,1,39,1
73,86709,0,0,38,0,15,4,0,1,1,1,39,0
59,173992,0,0,35,2,11,5,1,4,4,0,39,0
20,119665,0,0,40,4,11,4,3,3,4,1,39,0
37,188391,0,0,46,4,7,4,13,1,4,1,39,0
51,326005,0,0,40,4,11,2,4,0,4,1,9,1
24,203203,0,0,25,4,9,4,12,1,4,0,39,0
59,64102,0,0,40,4,0,2,6,0,4,1,39,0
21,169188,0,0,35,4,11,4,7,3,4,0,39,0
45,385793,0,0,40,4,4,2,3,0,3,1,26,0
25,390537,0,0,25,4,15,4,12,4,4,0,8,0
29,115677,0,0,42,4,1,4,7,3,4,1,39,0
22,230248,0,0,40,4,7,4,1,2,4,0,39,0
66,59056,0,0,40,0,0,2,0,5,4,0,39,0
72,108038,0,0,60,4,12,0,10,1,4,1,5,1
39,282461,0,0,40,2,8,2,11,0,4,1,39,1
36,184659,7298,0,40,4,11,2,3,0,4,1,39,1
65,182470,0,0,20,4,8,3,3,1,4,1,39,0
63,458609,3674,0,30,4,11,0,12,1,4,0,39,0
58,104476,0,1092,40,4,15,5,1,1,4,0,39,0
27,200802,0,0,40,4,8,5,1,3,4,0,39,0
58,170608,0,0,40,4,0,5,11,1,4,0,39,0
52,197322,0,0,40,4,15,2,3,0,4,1,39,0
37,118358,0,0,40,4,15,2,3,0,4,1,39,1
21,520231,0,0,40,0,15,4,0,3,4,0,39,0
61,198017,0,0,50,6,11,2,12,0,4,1,0,0
29,131045,0,0,40,4,8,5,1,4,4,0,39,0
19,272166,0,1602,30,0,15,4,0,3,4,1,39,0
30,110083,0,0,40,4,8,4,3,1,4,0,39,0
32,335569,0,0,40,4,11,2,3,0,4,1,39,0
47,167159,0,0,40,4,11,2,6,0,4,1,39,1
50,170326,0,0,40,4,11,0,7,1,4,0,39,0
39,319052,0,0,37,4,9,2,6,5,1,0,30,0
57,174662,0,0,40,4,11,2,3,0,4,1,39,0
40,110732,0,0,50,4,11,4,1,3,4,0,39,0
27,409815,0,0,50,1,15,0,1,2,2,0,39,0
28,79874,0,0,37,4,15,4,8,1,4,1,39,0
49,116641,15024,0,35,4,9,2,4,5,4,0,39,1
33,87209,0,0,45,4,11,0,3,1,4,1,39,0
64,152172,0,0,40,2,0,2,7,5,4,1,0,0
46,142222,1151,0,60,6,15,5,4,4,4,0,39,0
50,120521,0,0,50,2,15,2,4,0,0,1,39,1
43,247752,0,0,60,6,12,2,12,0,4,1,39,0
26,34161,0,0,40,4,15,4,8,4,4,0,39,0
33,589155,0,0,50,4,15,2,7,0,4,1,39,0
50,149784,0,0,40,4,15,2,3,0,4,1,39,0
38,402522,0,0,40,4,3,0,5,4,4,1,37,0
28,228346,0,0,50,4,9,2,4,0,4,1,39,0
21,415755,0,0,40,4,15,4,8,3,4,1,39,0
38,289653,0,0,45,4,9,0,12,4,4,1,39,1
17,165018,0,0,10,4,0,4,12,3,4,0,39,0
19,322866,0,0,40,4,11,4,8,3,2,0,39,0
45,244813,0,0,38,6,14,2,10,0,4,1,39,1
27,538193,0,0,50,4,1,4,10,1,1,0,39,0
45,256367,0,0,40,4,2,0,5,1,2,1,39,0
46,95864,0,0,40,4,15,0,8,4,4,0,39,0
57,291167,0,0,40,6,15,2,3,0,4,1,39,0
39,126569,0,0,40,4,11,4,3,1,4,1,31,0
34,128016,99999,0,40,4,9,2,10,5,4,0,39,1
18,323584,0,0,10,0,15,4,0,3,4,1,39,0
65,115431,0,0,20,0,15,2,0,0,4,1,39,0
26,246156,0,0,24,4,0,4,3,2,4,1,16,0
44,346081,0,0,40,4,11,0,10,1,4,1,39,1
38,156383,0,0,40,2,15,4,11,4,2,0,39,0
49,151267,0,0,40,4,8,0,10,4,2,0,39,0
41,249039,0,0,40,2,11,5,1,4,4,0,39,0
52,157454,0,0,40,1,11,4,7,1,4,0,39,0
30,143540,0,0,40,4,6,2,5,0,4,1,39,0
72,120733,0,0,40,7,5,6,8,4,2,0,39,0
48,344381,0,0,42,4,9,2,10,0,1,1,39,1
32,149787,0,0,50,4,8,2,3,0,4,1,39,1
22,268525,0,0,50,4,9,4,10,1,4,1,39,0
24,396099,0,0,35,4,15,4,6,1,4,0,39,0
24,221442,0,0,36,4,15,0,8,1,4,0,39,0
55,115198,0,0,48,4,6,2,14,5,4,0,39,0
48,102359,0,0,40,1,11,2,1,0,4,1,39,0
42,298885,0,0,40,2,11,0,4,4,4,1,39,0
34,93213,0,0,30,4,12,2,8,0,4,1,39,0
40,130760,0,0,42,4,11,2,4,0,4,1,39,0
29,236834,0,0,15,0,15,0,0,3,4,0,39,0
39,31709,0,0,20,5,15,2,1,5,4,0,39,1
45,192053,0,0,50,4,9,2,3,0,4,1,39,0
21,95918,0,0,43,4,15,4,1,3,4,1,11,0
36,132879,0,1887,40,5,12,2,13,0,4,1,39,1
28,64940,0,0,40,4,11,4,6,3,4,0,39,0
57,106910,0,0,40,4,11,0,1,4,1,0,39,0
22,210474,0,0,40,4,7,4,1,1,4,0,39,0
31,393965,0,0,8,2,11,0,1,1,4,0,39,0
23,117789,0,0,50,2,8,4,10,1,4,0,39,0
35,134498,0,0,45,6,15,4,4,3,4,1,39,1
28,212068,0,1980,40,4,9,4,12,1,4,1,39,0
27,169544,0,0,50,4,15,2,7,0,4,1,39,0
76,32995,0,0,5,0,5,2,0,0,4,1,39,0
37,261241,0,1485,50,4,15,2,13,0,4,1,39,0
43,145784,0,0,40,4,11,4,8,2,1,0,0,0
33,252646,0,0,55,4,12,2,4,0,4,1,39,1
56,161944,0,0,40,4,11,2,7,0,4,1,39,0
50,249644,0,0,50,5,11,2,4,0,4,1,39,1
35,195081,0,0,40,4,11,4,12,4,2,0,39,0
36,428251,0,0,40,4,9,4,13,3,4,1,39,0
59,198145,0,0,35,6,14,2,10,0,4,1,39,1
42,348059,0,0,60,4,10,0,4,1,4,1,39,0
21,43587,0,0,30,4,15,4,12,3,4,0,39,0
24,318612,0,1504,40,4,15,4,4,1,4,1,39,0
17,235661,0,0,30,0,0,4,0,3,4,0,39,0
29,129528,0,0,40,4,9,4,10,1,4,0,39,0
61,200427,0,0,40,4,10,2,10,0,4,1,39,1
35,188243,0,0,48,4,11,0,7,4,4,0,39,0
56,306633,0,0,40,6,8,2,10,0,4,1,39,0
44,85019,0,0,40,6,9,2,3,0,1,1,0,1
22,356286,0,0,10,0,11,4,0,3,2,1,39,0
45,102771,0,0,40,4,11,2,4,0,4,1,39,1
40,34739,0,0,36,2,15,2,4,5,4,0,39,0
22,201959,0,0,40,0,11,4,0,3,2,1,39,0
28,126743,2176,0,52,4,4,4,8,2,4,1,26,0
46,85341,0,0,56,2,12,2,10,0,4,1,39,0
57,275943,0,0,40,4,11,2,5,0,4,1,39,0
41,82823,5013,0,30,4,11,2,1,5,4,0,39,0
30,183388,0,0,40,4,11,5,1,4,4,0,39,0
21,116489,0,0,40,4,15,4,10,3,4,0,39,0
62,215789,0,1977,50,6,12,2,4,0,4,1,39,1
19,365871,0,0,32,4,15,4,14,3,4,1,39,0
63,199275,8614,0,38,2,11,4,4,1,4,0,39,1
39,34111,0,0,70,6,11,2,5,0,4,1,39,0
72,314567,0,0,8,0,15,6,0,1,4,0,39,0
40,102576,0,0,55,5,12,2,10,0,2,1,38,0
27,103524,0,0,35,4,11,4,6,4,4,1,39,0
47,114222,0,0,25,6,7,2,4,0,4,1,39,0
28,246933,0,0,40,4,11,4,12,3,4,1,39,0
27,107812,0,0,40,4,15,2,12,0,4,1,39,0
26,109162,0,0,25,6,11,2,4,0,4,1,39,0
59,112798,0,0,60,4,11,0,10,4,4,0,39,0
33,30612,0,0,40,4,15,2,12,0,4,1,39,0
35,105994,0,0,40,4,1,4,7,1,4,0,39,0
57,113090,0,0,40,4,11,2,1,0,4,1,39,1
30,26252,0,0,40,4,7,4,1,4,0,0,39,0
31,49469,0,0,55,4,12,4,4,1,4,1,39,1
24,172169,0,0,30,4,15,4,6,4,4,1,39,0
36,151029,0,0,55,4,5,2,5,0,4,1,39,0
46,134242,0,0,40,4,15,0,4,1,4,0,39,0
38,87282,0,0,40,7,8,4,1,4,1,0,39,0
19,84250,0,0,15,4,15,4,10,3,4,0,39,0
33,76107,4386,0,60,4,11,2,4,0,4,1,39,1
59,36085,15024,0,60,5,14,2,10,0,4,1,39,1
32,220333,7298,0,46,4,11,2,3,0,4,1,39,1
58,105363,0,0,40,4,11,2,7,0,4,1,32,0
19,198668,0,0,47,4,2,4,3,3,4,1,39,0
43,157473,0,0,40,4,11,4,12,1,4,0,39,0
20,126568,0,0,40,4,11,4,3,1,4,1,39,0
56,220896,0,0,40,5,11,2,4,0,4,1,39,1
57,236048,0,0,40,1,11,0,1,4,4,0,39,0
42,34218,99999,0,80,4,14,0,10,1,4,1,39,1
62,155915,0,0,40,4,0,2,7,0,4,1,39,0
37,139684,0,0,45,4,11,0,7,1,4,1,39,0
34,23778,0,0,40,4,9,0,3,4,4,1,39,0
24,236804,0,0,40,4,15,0,12,1,4,1,39,0
78,454321,0,0,20,4,3,6,6,2,4,1,27,0
43,229148,0,0,50,4,9,4,1,1,2,1,28,0
60,119986,0,0,40,2,11,2,8,0,4,1,39,0
39,455399,15024,0,40,2,11,2,11,0,2,1,39,1
21,301694,0,0,35,4,11,4,3,1,4,1,26,0
64,155142,0,0,20,0,11,6,0,1,2,1,39,0
27,259652,0,0,40,4,9,4,4,1,4,0,39,0
44,156642,0,0,39,7,11,0,10,1,4,0,39,0
37,94208,0,0,35,4,3,0,8,4,4,0,26,0
31,117719,0,0,40,4,11,2,8,0,4,1,32,0
27,100817,0,0,40,2,9,2,10,5,0,0,39,0
31,144990,0,0,40,4,11,3,7,4,2,0,39,0
37,198841,0,0,50,5,9,2,12,0,4,1,39,1
43,223881,7298,0,40,4,9,2,13,0,4,1,39,1
18,264017,0,0,16,4,15,4,8,3,4,1,2,0
23,26842,0,0,30,7,8,1,1,5,4,0,39,0
40,477345,0,2057,40,4,5,2,6,0,4,1,26,0
22,267412,594,0,20,4,13,4,8,3,2,0,23,0
61,190610,0,0,45,5,9,2,12,0,4,1,39,1
63,281237,0,0,40,4,15,6,4,1,4,0,39,0
59,254593,0,0,55,4,9,2,12,0,4,1,39,1
33,159187,0,0,54,4,15,2,7,0,4,1,39,1
51,200450,0,0,40,7,11,2,8,0,4,1,39,1
38,140854,0,0,40,2,11,2,11,0,4,1,39,1
52,242517,7688,0,40,4,11,2,1,5,4,0,39,1
47,294671,0,0,55,6,11,2,12,0,4,1,39,1
20,68358,0,0,10,7,15,4,1,3,4,0,39,0
53,107096,0,1669,50,4,9,4,12,4,4,1,39,0
43,244419,0,0,40,4,11,4,7,4,2,0,39,0
26,195636,0,0,75,6,0,4,4,1,4,1,39,1
39,368586,0,0,37,4,11,0,14,1,4,0,33,0
30,215808,0,0,60,4,11,5,6,1,4,1,39,0
45,165822,0,0,50,4,9,2,4,0,4,1,39,1
25,193379,0,0,40,4,11,4,14,1,4,1,39,0
45,120121,0,0,50,4,9,2,12,0,4,1,39,0
25,311603,0,0,55,2,9,4,10,1,4,0,39,0
48,323798,0,1902,38,4,7,2,10,0,4,1,39,1
32,253890,0,0,40,4,11,2,3,0,4,1,39,0
67,105252,0,0,20,0,15,2,0,0,4,1,39,0
37,220696,0,0,40,4,11,2,1,0,4,1,39,0
51,194097,0,0,30,4,15,2,4,5,4,0,39,1
28,181291,7688,0,40,4,15,2,8,3,4,0,39,1
28,258594,0,0,50,4,9,4,8,1,4,0,39,0
28,138976,0,0,48,4,11,4,3,1,2,1,39,0
22,81145,0,0,40,4,11,4,8,4,4,0,39,0
32,250853,0,0,40,4,8,0,1,1,4,1,39,0
35,365739,0,0,40,0,15,4,0,3,4,1,39,0
32,257863,0,0,50,4,9,4,1,1,4,0,39,0
27,203697,0,0,50,4,12,4,13,3,4,1,39,0
54,87205,0,0,45,4,11,5,1,1,4,0,39,0
66,195161,0,0,20,6,14,4,10,1,4,1,0,0
41,470486,0,1719,40,4,3,3,6,4,4,1,26,0
46,93557,3103,0,50,2,9,2,10,0,4,1,39,1
39,107991,0,0,45,4,15,2,4,0,4,1,39,1
51,63081,0,0,40,4,7,2,10,5,4,0,39,1
26,73988,0,0,40,4,15,4,10,1,4,1,39,0
53,136080,0,0,50,4,11,0,9,1,4,0,39,0
38,49115,0,0,27,7,15,2,1,0,4,1,39,0
30,314649,0,0,40,4,11,3,5,4,1,1,0,0
18,166224,0,0,20,4,11,4,8,3,4,0,39,0
44,118484,0,0,80,0,14,2,0,0,4,1,39,0
56,291529,0,0,50,2,12,2,10,0,4,1,39,1
41,252392,0,0,96,6,4,2,3,0,4,1,26,0
42,86912,0,0,40,4,9,0,8,1,4,1,39,0
44,193537,0,0,50,4,6,4,9,4,4,0,33,0
33,83231,0,0,40,4,11,2,8,5,4,0,39,0
43,325461,0,0,45,4,15,0,13,1,4,1,39,0
21,36011,0,0,40,4,15,4,12,1,4,1,39,0
45,274869,0,0,40,4,11,0,1,4,4,0,39,0
38,178322,0,0,70,4,11,2,12,0,4,1,39,1
38,67666,0,0,38,4,12,4,4,1,2,0,39,0
33,153005,0,0,40,4,0,2,3,0,4,1,39,0
27,138269,0,0,45,4,11,2,4,0,4,1,39,1
33,265204,0,0,40,4,11,0,7,4,2,0,39,0
43,437318,0,0,40,4,15,2,14,0,4,1,39,1
38,208109,0,0,50,4,9,0,4,4,4,1,39,0
50,91103,0,0,51,6,11,2,3,0,4,1,39,1
57,388225,0,0,40,7,15,2,10,0,4,1,39,1
76,42162,0,0,2,6,11,6,4,1,4,0,39,0
52,417227,0,0,70,6,11,2,14,0,4,1,39,0
36,180220,0,0,50,7,11,2,4,0,4,1,39,0
30,187560,0,0,50,4,15,4,12,1,4,1,39,0
39,127573,2202,0,45,4,11,4,4,1,4,0,39,0
51,68898,0,0,40,1,15,2,4,0,4,1,39,1
31,78662,0,0,40,4,11,5,12,4,4,0,26,0
56,158776,0,0,55,4,1,2,12,0,4,1,39,0
28,164575,0,0,40,4,15,2,1,0,4,1,39,0
38,328301,0,0,40,4,15,4,12,4,4,0,39,0
49,213897,0,0,50,4,9,2,12,0,1,1,24,1
40,230684,0,0,40,4,11,2,10,0,4,1,39,1
23,381679,0,0,40,4,15,4,13,2,4,0,39,0
44,360884,0,0,40,2,12,0,10,4,4,0,39,0
36,256992,0,0,40,7,9,2,1,5,4,0,39,1
31,112115,0,0,40,4,11,4,1,3,4,1,39,0
24,113577,0,0,40,4,15,4,12,1,4,1,39,0
35,189382,0,0,38,4,15,4,1,1,4,0,39,0
45,201080,0,0,60,4,15,2,12,0,4,1,39,1
46,344415,0,0,40,4,10,2,10,0,4,1,39,1
57,201232,0,0,30,4,11,2,9,0,4,1,39,0
20,332194,0,0,20,4,11,4,6,3,2,1,39,0
30,216864,0,0,40,4,6,0,4,4,4,0,39,0
60,290922,0,0,27,4,11,0,4,1,4,0,39,0
42,223548,0,0,40,2,12,4,10,1,4,1,39,0
25,109419,8614,0,45,4,15,4,4,1,4,0,39,1
27,135296,0,0,40,4,9,2,4,5,4,0,39,1
59,100270,0,0,60,7,12,0,10,1,4,0,39,0
18,99497,0,0,30,4,2,4,8,3,3,0,39,0
26,223665,0,0,84,0,11,0,0,4,4,0,39,0
48,341762,0,0,50,5,15,2,4,0,4,1,39,1
41,236483,0,0,40,4,11,2,3,0,4,1,39,0
20,311570,0,0,32,0,11,2,0,2,4,0,39,0
36,588739,0,0,40,4,9,0,12,1,4,0,19,0
44,79521,15024,0,55,5,9,2,5,0,4,1,39,1
36,327435,0,0,40,4,15,4,1,3,4,0,39,0
32,229636,5013,0,60,4,7,2,6,0,4,1,39,0
26,124483,0,0,25,4,9,4,10,1,1,1,19,0
58,218764,0,0,45,4,8,6,10,4,4,0,39,0
39,178100,0,0,40,7,9,4,10,1,4,0,39,0
19,197057,0,0,30,0,15,4,0,3,2,1,39,0
39,191161,0,0,55,4,11,5,3,4,4,1,39,0
65,266828,1848,0,40,4,11,6,3,1,4,1,39,0
29,251526,0,0,20,4,15,2,13,5,4,0,39,0
22,145964,0,0,40,0,11,4,0,4,4,1,39,0
23,307149,0,0,25,4,9,4,10,3,4,0,39,0
36,37238,0,0,42,4,9,4,13,1,4,1,39,0
32,129020,0,0,40,4,9,2,8,0,4,1,39,0
30,209432,0,0,40,4,11,2,1,5,4,0,39,0
38,139364,0,0,40,4,9,4,1,1,4,1,39,1
25,169124,0,0,40,1,15,2,3,0,4,1,39,0
41,116391,0,0,40,4,9,2,4,0,4,1,39,1
31,176025,0,0,40,4,11,4,13,4,2,0,39,0
66,44712,0,0,15,6,11,2,3,5,4,0,39,0
35,190759,0,0,40,6,15,0,3,3,4,1,39,0
36,185692,0,0,35,4,5,2,5,0,4,1,39,0
17,80576,0,0,16,4,0,4,8,3,4,0,39,0
31,282173,0,0,40,4,15,2,3,0,4,1,26,0
20,187158,0,0,40,4,11,4,7,3,4,0,39,0
25,214468,0,0,40,4,9,4,12,3,4,0,39,0
59,185410,0,0,70,6,15,2,12,0,4,1,39,0
37,87757,0,0,45,4,7,4,4,1,4,1,39,0
42,449578,0,0,48,4,15,2,3,0,4,1,39,1
31,309028,0,0,40,4,9,4,10,1,4,0,39,0
32,155293,0,1762,45,4,2,0,12,1,4,0,39,0
46,32825,0,0,60,4,11,2,14,0,4,1,39,0
36,216845,0,0,40,4,3,2,8,0,4,1,26,0
45,149640,0,0,38,7,9,2,1,0,4,1,39,1
19,140985,0,0,20,7,15,4,8,3,4,1,39,0
38,218188,0,0,25,4,7,4,8,3,4,0,39,0
27,187327,0,0,45,7,11,5,11,1,4,1,39,0
33,182511,0,0,40,4,8,0,1,4,4,0,39,0
55,157639,0,0,58,6,6,2,12,0,4,1,39,0
46,258498,0,0,40,2,12,0,10,4,4,0,39,0
29,87632,0,0,40,4,1,2,7,0,4,1,39,0
22,228394,0,0,36,4,15,4,1,3,4,0,39,0
59,200732,0,0,50,7,12,2,10,0,1,1,30,1
36,49657,0,0,50,4,9,2,10,0,4,1,39,1
27,106179,0,0,50,2,9,3,10,1,4,0,39,0
21,135267,0,0,36,4,7,4,10,1,4,0,39,0
65,486436,0,0,45,0,15,2,0,0,4,1,39,1
29,69757,0,0,50,4,9,0,4,2,4,0,39,0
53,190319,0,1485,40,4,9,2,12,0,1,1,37,1
20,188409,0,0,60,4,15,4,14,1,4,1,39,0
54,181246,0,0,40,4,15,2,12,0,4,1,39,0
32,103573,0,0,40,4,15,2,7,0,4,1,39,0
18,180725,0,0,16,4,1,4,8,3,4,1,39,0
26,34862,0,0,38,7,15,2,1,0,1,1,0,0
55,275236,0,0,48,5,8,2,4,0,4,1,39,1
40,76487,0,0,50,6,9,4,10,1,4,1,39,0
37,75073,0,0,42,1,7,4,11,1,2,1,39,0
23,231929,0,0,40,4,11,4,3,3,4,1,39,0
45,186410,0,0,38,4,15,0,1,1,4,1,39,0
42,344624,0,0,99,6,10,4,10,1,4,1,39,1
66,97847,0,0,38,4,8,2,3,0,4,1,39,0
30,387521,7298,0,40,4,9,2,4,0,4,1,39,1
25,193511,0,0,35,0,9,4,0,3,4,0,8,0
20,325033,0,0,35,4,2,4,8,3,2,1,39,1
37,285637,0,0,50,4,11,4,14,1,2,1,39,0
20,186014,0,0,38,4,11,4,8,1,4,0,39,0
27,203160,0,0,40,4,11,2,7,0,4,1,39,0
20,190290,0,0,35,0,15,4,0,3,4,1,39,0
33,219553,0,0,50,4,7,2,4,0,4,1,39,0
53,290882,0,0,40,4,5,2,7,0,4,1,26,0
54,133403,0,1902,35,4,6,2,7,0,4,1,39,0
33,150154,0,0,40,4,9,2,12,0,4,1,39,0
22,203076,0,0,40,4,0,2,6,0,4,1,39,0
39,158592,0,0,40,4,15,4,12,3,4,1,39,0
23,215115,0,0,25,1,15,4,1,3,4,0,39,0
20,117476,0,0,40,4,15,4,6,3,4,1,39,0
19,159269,0,0,18,4,15,4,8,3,4,1,39,0
24,189924,0,0,60,4,8,4,4,3,4,0,39,0
32,226296,0,0,50,2,12,2,10,0,4,1,39,1
38,103886,0,0,40,4,15,0,8,1,4,1,39,0
34,148508,0,0,40,1,15,0,13,1,4,0,39,0
39,79586,0,0,35,4,15,2,13,0,1,1,19,1
40,95049,0,0,40,0,8,5,0,3,4,0,0,0
45,192835,0,0,45,5,9,2,4,0,4,1,39,1
21,316184,0,0,40,4,11,4,8,2,2,1,39,0
49,132476,7430,0,40,4,10,0,13,4,4,1,39,1
44,76487,0,0,40,4,11,2,14,0,4,1,39,0
18,302712,0,0,35,4,11,4,8,1,4,0,39,0
42,225193,0,0,40,4,9,2,4,0,4,1,39,0
49,102092,2174,0,40,4,1,6,3,1,4,1,39,0
51,173754,0,0,40,4,11,2,14,0,4,1,39,1
20,38238,0,0,25,4,1,4,8,3,4,1,39,0
41,212027,0,0,40,4,1,2,3,0,2,1,39,0
25,173593,0,0,75,4,15,4,4,3,4,1,39,0
27,132718,0,0,40,2,11,4,14,3,2,1,39,0
23,103588,0,0,40,4,11,4,8,3,4,1,39,0
37,75387,0,0,40,2,11,2,8,0,4,1,39,0
22,38444,0,0,10,4,9,4,10,1,4,0,39,0
21,35603,0,0,11,4,11,4,11,1,2,1,39,0
24,588484,594,0,40,4,11,4,6,3,4,1,39,0
62,191118,0,0,40,0,11,2,0,0,4,1,39,0
70,88638,0,0,8,0,11,2,0,5,4,0,39,0
61,27086,0,0,40,4,11,0,14,1,4,1,39,0
63,184319,0,0,24,4,15,2,8,0,4,1,39,0
